,name,price,original_price,reviews,Rating,Bank_offers
644,"Three Guys Black Buds With Touch Sensor, Waterproof, AN...",₹262,"₹1,699",(162),3.7,Bank Offer
645,"Mivi Superpods Opera, 60Hrs PT, Spatial Audio, Hi-Res &...","₹1,099","₹5,999","(27,437)",4,Hot Deal
646,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
647,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
648,"Kratos Star Buds, Wireless earbuds with long playtime, ...",₹498,"₹1,999",(66),4.4,Super Deals
649,NS WORLD FX9 Buds |Max Power| HD Sound | BT Earbuds |Mi...,₹287,"₹1,400",(353),3.6,Bank Offer
650,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
651,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
652,"Noise Buds VS404 with 50 Hours Playtime, ENC with Quad ...",₹999,"₹3,499","(87,218)",3.9,Bank Offer
653,boAt Airdopes 121 Pro Plus Bluetooth,"₹1,299","₹4,990",(36),4,Super Deals
654,Noise Buds X2 with 140Hr playtimeANC (32dB)Dual Pairing...,"₹1,599","₹4,499","(7,780)",3.9,Bank Offer
655,Fixon Cmf earbuds tws deep bass High quality music Blue...,₹393,₹999,(57),3.7,Bank Offer
656,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
657,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
658,NS WORLD AIR PRO 7 Airbud Tws | Case Protect| Bass | BT...,₹286,"₹1,400","(6,842)",3.6,Bank Offer
659,Beats Solo Buds USB-C case with Fast Charge Bluetooth,"₹3,299","₹6,900",(452),3.9,Hot Deal
660,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
661,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
662,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...",₹999,"₹3,499","(19,083)",3.9,Hot Deal
663,Caidea TW400 Aristo 32dB Active Noise Cancellation 75H*...,₹499,"₹3,499","(16,594)",3.7,Bank Offer
664,GLOBAL NOMAD PULSEQ1020 48Hrs Playtime Type C Fast Char...,₹744,"₹3,299",(59),4,Bank Offer
665,"TRIGGR Ultrabuds N4 with Premium Finish, Rubber Grip De...",₹699,"₹1,999","(14,359)",4,Bank Offer
666,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
667,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
668,MarQ by Flipkart Rhythm Q1050 42 Hours Playtime Type C ...,₹799,"₹5,499",(368),4.1,Bank Offer
669,DIGIBUDS New Airypod/Neckband/Earbuds/TWs/buds 5.1 Earb...,₹300,"₹1,347",(91),3.7,Super Deals
670,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
671,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
672,"JBL Live Beam 3, Hi-Res LDAC Audio ANC TWS, SmartCase,4...","₹9,999","₹24,999",(776),4.1,Bank Offer
673,SONY WF-C700N/WZ IN Bluetooth,"₹6,490","₹12,990","(1,318)",4,Hot Deal
674,"realme Buds T300 with 12.4mm Driver, 30dB ANC, 360 Spat...","₹1,799","₹3,999","(1,24,365)",4.3,Hot Deal
675,Aroma NB137 Dive Upto 60 Hours Playtime* Type C Fast Ch...,₹439,"₹2,999","(52,274)",3.7,Bank Offer
676,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
677,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
678,"Caidea TW103 Ray Upto 60H Playtime*, ENC, Fast Charging...",₹373,"₹3,199","(16,594)",3.7,Bank Offer
679,"Huawei Freebuds SE 2,40h of Music Playback,IP54 Dust & ...","₹2,999","₹4,499",(6),4.8,Bank Offer
680,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
681,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
682,"ORAIMO Riff 2 TWS Earbuds with ENC Quad Mic,30Hr Playti...",₹499,"₹3,499",(414),3.8,Super Deals
683,Portronics Twins S19 in Ear TWS Wireless Earbuds With 3...,₹849,"₹2,499",(175),3.7,Hot Deal
684,"Mivi Duopods Horizon [New Launch], AI-ENC, 60 Hrs, 13mm...",₹899,"₹3,999","(8,073)",4.1,Bank Offer
685,"boAt Nirvana Ivy Pro, Dolby Atmos, Dynamic Head Trackin...","₹4,999","₹17,990","(2,898)",4,Bank Offer
686,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
687,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
688,"Number Super Buds 999 40dB ANC Gaming TWS Earbuds,4 Mic...","₹1,199","₹7,999","(5,021)",3.9,Bank Offer
689,"truke Mega 8 earbuds w/ 24-bit Spatial Audio, 70H Playt...",₹999,"₹3,999","(1,407)",4.2,Hot Deal
690,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
691,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
692,Bose ‎QuietComfort Earbuds Bluetooth,"₹11,499","₹16,900",(34),4.3,Hot Deal
693,myxes M19 Bluetooth,₹298,"₹1,999",(418),3.5,Bank Offer
694,"PTron Basspods Encore TWS Earbuds, 50H Playtime, Quad M...",N/A,N/A,"(2,610)",3.7,N/A
695,"boAt Immortal 131 w/ Beast Mode(40ms Low Latency), 40 H...","₹1,099","₹3,499","(1,35,725)",4,Hot Deal
696,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
697,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
698,"Caidea TW88 Candy V5.4, Upto 60Hr Playtime* Dual Pairin...",₹398,"₹2,499",(923),3.5,Super Deals
699,"truke Buds Echo 24-Bit 360 Spatial Audio, 13mm Titanium...",₹999,"₹3,999","(1,910)",4.2,Bank Offer
700,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
701,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
702,Yamni Fashions WIRELESS TWS AIRPOD black Earbud Bluetoo...,₹281,"₹1,299",(38),3.7,Bank Offer
703,"DSSB Latest Black Cobra EARBUDS, Bass+ 20 H Playtime & ...",₹281,"₹1,999","(27,930)",3.6,Bank Offer
704,CEHNO A3 BUDS Bluetooth,₹405,"₹1,999",(100),3.8,Bank Offer
705,"EARBUDDY SnapX Buds With Touch Sensor, Waterproof, ANC,...",₹261,"₹1,599","(1,165)",3.6,Bank Offer
706,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
707,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
708,Caidea TW400 Aristo 32dB Active Noise Cancellation 75H*...,₹499,"₹3,499","(16,594)",3.7,Bank Offer
709,Google Pixel Buds 2a Bluetooth,"₹12,999",N/A,(17),4.5,Bank Offer
710,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
711,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
712,"Aroma Combo 11 - NB126 Berry Upto 60H* TWS + UC720, 4in...",₹489,"₹2,999","(64,977)",3.8,Bank Offer
713,HOPPUP Gaming Bluetooth,₹899,"₹5,999","(2,243)",4,Hot Deal
714,"Noise Buds N1 Pro with Metallic Finish, 32dB ANC, 60H P...","₹1,399","₹4,999","(1,328)",4,Super Deals
715,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",₹799,"₹3,999","(3,598)",3.9,Super Deals
716,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
717,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
718,"MR.NOBODY Ultrabuds with Latest BT v6.0,40Hr Playtime,1...",₹498,"₹1,999",(58),4.1,Bank Offer
719,"boAt Nirvana Crystl, (2025 Launch), Transparent Case,36...","₹2,199","₹10,990","(1,082)",4.1,Bank Offer
720,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
721,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
722,"HOPPUP AirDoze Venom Gaming Earbuds with 50H PlayTime, ...",₹699,"₹4,999",(951),4,Hot Deal
723,"Noise Buds Xero with adaptive ANC(50dB), Sound+TM algor...","₹3,499","₹6,999",(894),3.9,Bank Offer
724,"Noise Pop buds with 50 Hrs of playtime, Quad Mic with E...",₹999,"₹3,499","(19,083)",3.9,Hot Deal
725,"Leaf Buds X334 True Wireless, AI SOUND App, 40H Playtim...",₹599,"₹2,999",(242),3.9,Bank Offer
726,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
727,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
728,IAIR Lite | 25Hrs Playtime | ENC Technology | 13mm Driv...,₹349,"₹1,999",(146),3.6,Super Deals
729,"GWALBROS New Black Bluetooth Earbuds, True Wireless Hea...",₹244,"₹1,971","(2,128)",3.5,Bank Offer
730,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
731,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
732,The P Earbuds M19 PRO with Power Bank Upto 48Hrs Playba...,₹299,"₹1,999",(13),4.4,Bank Offer
733,BULLSTORM Exclusive TWS T2 Wireless Earbuds with 1500Ma...,₹276,"₹1,899","(3,250)",3.5,Bank Offer
734,Aroma NB138 Bound 32dB Active Noise Cancellation 60H* F...,₹689,"₹2,899","(37,422)",3.8,Bank Offer
735,boAt Airdopes Plus 311 Bluetooth,₹999,"₹3,990",(239),4.1,Super Deals
736,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
737,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
738,Sennheiser Momentum True Wireless 4 with Bluetooth 5.4 ...,"₹19,990","₹29,990",(161),4.2,Bank Offer
739,"JBL Wave Beam 2 ANC Earbuds with BTv5.3,Multi Connect,F...","₹2,999","₹7,499","(2,146)",3.7,Hot Deal
740,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
741,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
742,"boAt Airdopes Prime 511, Volume Swipe Controls, 50H Bat...","₹1,299","₹5,990","(2,076)",4.1,Hot Deal
743,"moto buds with Hi-Res Audio, Large 12.4mm driver, 42 hr...","₹2,099","₹7,999","(13,336)",4.1,Hot Deal
744,"Nu Republic Starbuds Z with 56 Hr Playtime, X-Bass® Tec...",₹984,"₹3,499",(310),4.4,Hot Deal
745,TECHIO SONIC AIR PRO BUDS Bluetooth,₹400,"₹1,999",N/A,N/A,Bank Offer
746,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
747,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
748,"realme Buds T01 with 13mm Driver, AI ENC for Calls, BT ...","₹1,099","₹2,999","(13,477)",3.9,Hot Deal
749,"TECHIO 13mm Drivers, Clear Bass, Noise Cancellation, Vo...",₹253,"₹1,899",(264),3.3,Bank Offer
750,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
751,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
752,"house of common Airpds Pro, Tws Earbud, Tws Headphone, ...",₹242,"₹1,999","(2,832)",3.5,Bank Offer
753,"GWALBROS New Black TWS Bluetooth Earbuds, True Wireless...",₹238,"₹1,960",(707),3.5,Bank Offer
754,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,₹250,"₹1,599",(3),3.7,Bank Offer
755,"Noise Buds Verve 2 with 50Hr Playtime, ENC, Quad Mic & ...","₹1,499","₹3,999","(6,360)",4,Bank Offer
756,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
757,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
758,"boAt Immortal 171 w/ Beast Mode(40ms Low Latency), 40 H...","₹1,299","₹3,499","(35,007)",4.1,Hot Deal
759,"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome L...",₹799,"₹3,999","(3,598)",3.9,Super Deals
760,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
761,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
762,"Boston Levin ,TWS,BT5.3,Type-C Charge,IPX5,13mm Drivers...",₹677,"₹6,999",(335),3.9,Bank Offer
763,BULLSTORM BS ultrapood Bluetooth Gaming,₹498,"₹2,999",(455),3.7,Bank Offer
764,FreeMinds M10 Airpods with Low Latency & Emergency powe...,₹400,"₹1,499",(5),3.8,Bank Offer
765,SOBEYS Ultrapod Bluetooth,₹250,"₹1,599",(122),3.4,Bank Offer
766,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
767,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
768,"Caidea TW88 Candy V5.4, Upto 60Hr Playtime* Dual Pairin...",₹398,"₹2,499",(923),3.5,Super Deals
769,The P Earbuds M19 PRO with Power Bank Upto 48Hrs Playba...,₹295,"₹1,999",(46),3.7,Bank Offer
770,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
771,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
772,"m2wear M10 Earbuds/buds 5.1 Earbuds with 280H Playtime,...",₹285,₹999,(10),4.1,Bank Offer
773,"Noise Buds N2 Pro (New Launch) with 70H Playtime, 32dB ...","₹1,799","₹4,999","(1,038)",4.1,Bank Offer
774,Ucool Nord 10 Hour playtime Buds Bluetooth,₹419,"₹2,499",(254),3.8,Bank Offer
775,"Noise Master Buds, Sound by BOSE, 49dB ANC, 6 Mic ENC, ...","₹5,999","₹7,999",(634),4.1,Bank Offer
776,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
777,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
778,TECHIO Earbuds With Premium Quality Sound Bluetooth,₹253,"₹1,999",(44),3.5,Bank Offer
779,allons TWS Earbuds True Wireless Bluetooth 2nd gen MagS...,₹250,"₹1,987",N/A,N/A,Bank Offer
780,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
781,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
782,Seashot M19 Earbuds/TWS/buds 5.1 Earbuds with 280H Play...,₹297,"₹1,499","(2,502)",3.4,Bank Offer
783,TECHIO AirPods TWS Black Pro Heavy Model_42 Bluetooth,₹253,₹999,(33),3.2,Bank Offer
784,"WINGS Phantom 105 Earbuds with Game Mode, ENC, 40 Hours...",₹940,"₹2,999","(13,244)",3.8,Bank Offer
785,"BeastBass CMT Buds 2 ENC, Ultra Bass Technology 2.0, 55...",₹385,"₹2,999",(42),4.1,Bank Offer
786,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
787,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
788,Samsung Galaxy Buds 3 Bluetooth,"₹14,999","₹19,999",(343),4,Bank Offer
789,"Number Super Buds 111, AI ENC Gaming TWS Earbuds, Low L...",₹648,"₹3,999",(603),4.5,Super Deals
790,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
791,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
792,"TECHIO with Calling Deep Bass, Long Battery Lif Bluetoo...",₹253,"₹1,871",(272),3.4,Bank Offer
793,NS WORLD Thunderbuds TWS | Super Bass |15 Hour Battery ...,₹280,"₹1,400",(988),3.6,Bank Offer
794,"Noise Master Buds, Sound by BOSE, 49dB ANC, 6 Mic ENC, ...","₹5,999","₹7,999",(634),4.1,Hot Deal
795,"Leaf Buds X334 True Wireless, AI SOUND App, 40H Playtim...",₹599,"₹2,999",(242),3.9,Bank Offer
796,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
797,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
798,TECHIO Airpods Black Edition Pro TWS Heavy_14 Bluetooth,₹241,₹999,(103),3.4,Bank Offer
799,ZEBRONICS Zeb-Monk Pro (Black) Bluetooth,"₹1,399","₹5,999",(23),4.2,Hot Deal
800,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
801,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
802,Portronics Harmonics Twins S9 TWS Wireless Earbuds with...,"₹1,149","₹2,499",(173),4.1,Bank Offer
803,Three Guys Airpods Earbuds Plus Bass Boost & Smart Touc...,₹279,"₹1,699",(107),3.3,Bank Offer
804,"moto buds with Hi-Res Audio, Large 12.4mm driver, 42 hr...","₹2,099","₹7,999","(13,336)",4.1,Hot Deal
805,"Mivi Duopods I6, 55Hrs PT, HD Call, Fast Charging, 3D S...",₹899,"₹3,499","(53,786)",3.9,Bank Offer
806,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
807,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
808,AJ HUB Twin Dual Wireless 5.0 Bluetooth Stereo Headset ...,₹290,"₹1,999",(108),3.5,Bank Offer
809,Sennheiser Momentum True Wireless 4 with Bluetooth 5.4 ...,"₹19,990","₹29,990",(161),4.2,Bank Offer
810,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
811,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
812,"Skullcandy Dime 3 TWS 3 Preset EQ Modes,Dual Pairing, S...","₹2,999","₹9,999",(750),3.5,Bank Offer
813,Sennheiser Momentum True Wireless 4 with Bluetooth 5.4 ...,"₹19,990","₹29,990",(161),4.2,Bank Offer
814,SOBEYS M10 Bluetooth,₹248,"₹1,999",(12),3.3,Bank Offer
815,"merovia T110 with AI ENC for calls, upto 38 hours Bluet...",₹648,"₹2,999",(29),3.3,Bank Offer
816,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
817,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
818,TECHIO Ultrapods tws earbuds ENC Series Long Battery Li...,₹245,"₹1,999",(147),3.5,Bank Offer
819,"Aroma Combo 10 - NB126 Berry Upto 60H* TWS + UC720, 4in...",₹489,"₹2,999","(64,977)",3.8,Bank Offer
820,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
821,"Mivi Duopods B1 (Just Launched)45Hrs Playtime, AI ENC f...",₹599,"₹2,999","(45,742)",4.1,Bank Offer
822,"Number Super Buds GT M9 Gaming TWS Earbuds, 60Hr Playba...","₹1,199","₹3,999","(6,583)",3.8,Bank Offer
823,SIGNATIZE Truly Wireless Bluetooth In Ear Earbuds with ...,₹353,₹999,"(2,507)",3.9,Bank Offer
824,TEMPT Thunder Wireless Bluetooth Earbuds with Massive 2...,₹882,"₹4,999",(104),3.8,Bank Offer
825,"HOPPUP AirDoze F52 Earbuds with 40H PlayTime, 40MS Low ...",₹599,"₹4,999",(239),3.9,Bank Offer
826,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
827,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
828,"Noise Airbuds 6 with Buds Link App, 32dB ANC, In-Ear De...","₹1,999","₹3,499","(1,630)",3.9,Hot Deal
829,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,₹250,"₹1,599",(3),5,Bank Offer
830,"TRIGGR Ultrabuds N3 with Crisp Calling, 50H Playtime, 1...",₹699,"₹1,999","(9,150)",4.1,Bank Offer
831,"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, ...",₹799,"₹3,999","(48,668)",4,Bank Offer
832,Lexolt Raptor 100 Hour Playback & Ai ENC Low Latency Fa...,₹419,"₹2,499",(143),3.8,Bank Offer
833,electricbass j35 bluetooth wireless earbuds with 36 hou...,₹849,"₹1,999",(26),4,Bank Offer
834,"Jlab Go Air Sport TWS for running,32+ Hr Playtime,EQ3 S...","₹2,249","₹5,499",(183),3.8,Bank Offer
835,FLOZUM Latch_Airpods_White_M6 Bluetooth,₹258,"₹1,699",N/A,N/A,Bank Offer
836,"Number Super Buds GTS9 w/Monster Led Light,70H Playtime...","₹1,099","₹5,999",(46),4.3,Bank Offer
837,"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in...","₹1,199","₹3,499","(2,04,315)",4.1,Bank Offer
838,ZEBRONICS Zeb-Monk Pro (Grey) Bluetooth,"₹1,399","₹5,999",(23),4.2,Hot Deal
839,"truke Buds F1 with 38H Playtime, ENC, Instant Pairing, ...",₹799,"₹2,499","(37,070)",3.9,Hot Deal
840,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
841,Caidea TW121 Pro Pods Upto 40 Hrs Playtime* Type C Fast...,₹265,"₹1,299",(923),3.5,Super Deals
842,"boAt Airdopes Prime 513 ANC,65H Battery,(~32dB) ANC,Mul...","₹1,499","₹5,990","(23,590)",4.1,Super Deals
843,Jeevan jyoti agency M19 Earbuds TWS Wireless Bluetooth ...,₹297,"₹1,385",(77),4,Super Deals
844,Google Pixel Buds 2a Bluetooth,"₹12,999",N/A,(17),4.5,Bank Offer
845,"Noise Airbuds Pro 6, Hybrid ANC 49 dB, LHDC, Google fas...","₹2,499","₹3,999",(355),4,Hot Deal
846,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
847,"Caidea TW500 Tube Upto 50H Playtime*, ENC, Fast Chargin...",₹300,"₹2,999","(16,594)",3.7,Hot Deal
848,Pb Enterprises Earbuds TWS V5.3 Sweatproof ANC Wireless...,₹241,₹736,(166),3.5,Bank Offer
849,Clubics M19: Sleek Earbud Freedom Bluetooth,₹297,"₹2,949",(577),3.6,Bank Offer
850,"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Laten...",₹799,"₹2,999","(1,70,536)",4.1,Super Deals
851,"TRIGGR Kraken X1 with Battery Display, 40ms Latency, Qu...",₹699,"₹3,999","(88,543)",4,Super Deals
852,"Caidea TW301 Blogger Upto 40H Playtime*,ENC,Dual Pairin...",₹294,"₹2,899","(4,026)",3.4,Bank Offer
853,Pb Enterprises M19 TWS Earphone Touch Control Mirror Di...,₹253,₹799,(12),3.3,Bank Offer
854,"Noise Air Buds Pro SE with ANC (30dB), 45 Hours Playtim...","₹5,499",N/A,"(4,357)",3.9,Bank Offer
855,"Hammer Ultra Pods Tws Earbuds, Latest Bluetooth V6.0, 5...",₹699,"₹2,499",(26),3.9,Bank Offer
856,Caidea TWS8 Sugar V5.4 Upto 30Hrs Playtime* Type C Fast...,₹299,"₹2,399",(923),3.5,Super Deals
857,Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Ch...,₹268,"₹1,299","(1,07,050)",3.6,Bank Offer
858,"JBL Live Beam 3, Hi-Res LDAC Audio ANC TWS, SmartCase,4...","₹9,999","₹24,999",(776),4.1,Bank Offer
859,spellcell Bluetooth Earbuds Wireless Headphone with Fas...,₹269,"₹1,299",(95),3.7,Bank Offer
860,"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, L...",₹999,"₹4,999","(4,83,289)",4.1,Bank Offer
861,"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing,...","₹1,299","₹5,499",N/A,N/A,N/A
862,"Kratos Star Buds, Wireless earbuds with long playtime, ...",₹498,"₹1,999",(66),4.4,Bank Offer
863,FRONY VX-102 Super Extra Bass Bluetooth Headset (Furiou...,₹497,"₹1,299",(7),3,Bank Offer
864,"boAt Airdopes Ultra Pro(2025 Launch), 100 Hrs Battery, ...","₹1,849","₹6,990",(15),4,Bank Offer
865,MarQ by Flipkart Rhythm Q1324 45 Hours Playtime Type C ...,₹699,"₹4,999",(255),4,Bank Offer
